Date,Initials,Clinic,User,Reason,Note,Resolution,Ticket,Escalated,Technician,0-3,4-10,11-20,21-30,31+,Remote session,3+ topics,BP Reinstall,JIRA
1/12,AS,NJ_hol,Paul,Training session,"Said that they had a training session set up, no ticket to confirm, reached out to Michael.  They did have a session, customer just didn't show up on time...",Unresolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/12,mm,MO_chc,Nathan,Electronic claim submission,wanted to know how electronic claim submission works. ,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/12,SF,UK_ken,Steph,Order/sale process,"-Creating orders
-Adding items to be ordered.
-Finding completed recalls
-Template/form types and how to find them
-Designating demo aids
-Wanted to make sure we got the update to existing ticket 264425",Resolved,264425,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,
1/12,JI,VT_hlo,Deb,Return/exchange help,Help with completing a return correctly ,Resolved,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/12,AS,TX_thh,Emily,Printing issue,"Wasn't able to print something in landscape until they called, also was wondering how to switch a report from pdf to xls",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/12,mm,TX_thc,Stacey,CareCredit integration,patient insisted on paying through his app. Stacey needed a way to show the payment was taken,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/12,SF,AZ_whg,Larry,User error correction,"Couldn't access catalog. He could, the dropdown just wasn't open.

Had another question about adding the Blueprint calendar to his phone. Showed him the resources and he will try it out.",Waiting on Customer,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/12,AS,NY_ha,Cathy,Return/exchange help,had a question about a complicated return/refund situation,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/12,LR,ON_cmh,Allahan,New clinic support,OBC for introduction - unable to LVM.,Unresolved,264614,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/12,JI,IA_whc,Theresa,Installation assistance,Help installing BP on new machine,Resolved,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/12,LR,NY_wil,Barbara,Local Noah issue,Reported audiograms weren't going back to BP. BPLink service wasn't running. Showed her how to find the service and manually send tests - she took notes on the steps.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/12,mm,GA_ghc,Catherine,Appointment reminders,had some questions about if patients could cancel appointments through email. She will talk with her people to see if they want the sms template changed back to say 'y or n' so patients can cancel through text.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/12,SF,TX_fhc,Kristi,Installation assistance,"Had a really difficult time getting connected. She kept saving the file instead of running it, and it wasn't clear that the distinction was understood.

She was using the java version. Tried installing the native version and 'Avast' kept flagging suspicious files and slowing down the process. Installed natively.",Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/12,AS,ND_hhp,Erica,Interactive SMS,"Needs a number removed from their system so that they can use the number on a different sms platform, they already have a ticket for this, its just overdue",Resolved,264196,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/12,SF,IN_whc,Christa,3rd party billing,"Can't access options for 3rd party billing per ticket. Called to try to connect and see what was going on, but nobody answered the phone.",Representative disconnected,264611,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/12,JI,TX_tod,Jill,Noah reintegration,Needed help reintegrating Noah. ,Resolved,,TRUE,Gabe,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/12,SF,MD_bac,David,Accounting/sales department,Wants a backup to move to HearForm. Created ticket and escalating.,Unresolved,264619,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/12,AS,NY_lhd,Justin,Launch link,Asking for launch link but wasn't on their user list/couldn't provide an email on the user list.  Advised they get him a user and call back when that is set up,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/12,SF,FL_amv,Alfred,Training session,Wanted info on AI options in Blueprint. Set up training session for Wednesday at 3pm.,Unresolved,264622,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/12,SF,IN_whc,Christa,,"Called about the ticket. Filters were on preventing payments from showing up.

Had another question about processing returns and adjusting payments; suggested separating the sales so returns could be created without needing to fuss with payments on the same invoice.",Resolved,264611,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/12,AS,MA_atl,Emily,Cloud Noah question,"Needed new computer linked to their NOAH cloud, client/server version mismatch, they have the link they just need to install NOAH 4.16",Resolved,264625,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/12,JI,NC_gdh,Olivia,Repair process,Question about the easiest way to charge someone for a repair,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/12,mm,CA_sjs,Meredith,Create/edit patient,soo many questions! started out on how to change a quickadd to a full patient. Then she asked about surveys. we talked about marketing automation and setting it up. Also talked about inventory and tracking it through reports. Finally she asked about research data and how to pull specific information from the system. She knows Blueprint well cause when I said 'go here' she knew what I was talking about. ,Resolved,,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
1/12,JI,ON_chs,Nina,Schedule questions/issues,Are getting some online appointments booked on inactive providers.  Provider still had calendar active,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/12,AS,MD_hcc,Meghan,Add custom template,"Their custom loaner template went missing, going to investigate a form that wouldn't open from their end.",Resolved,264627,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/12,mm,MB_nor,Corrie,Cloud Noah issue,"called cause Noah hasn't been able to send patient audios to BP. I connected and it was working. They said that some days it works, other days it doesn't. Not sure why. They are running 4.14, maybe that's why. I suggested it could be an internet issue (they are in Manitoba - it gets very cold up there) or it could be the version. will update ticket",Unresolved,264465,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/12,SF,ON_fch,???,ISP connection issue,Seemed to have a spotty internet connection before connecting; 'can't communicate with LL' and couldn't access websites. Did get connected and was able to log in when I did so. Encouraged her to check network and try restarting if it happens again.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/12,mm,SD_bah,Stephanie,Minor template edits,wanted to know if there was an update to a custom template BP support had created for them. I let her know she could edit it herself or send in a ticket so we can update it. She said she wwas going to search online for an updated form.,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/12,SF,ON_dee,Amy,Hardware inquiry,Questions about signature pads. Sent information in a ticket.,Resolved,264635,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/12,SF,NS_cpa,Ashley,Reports,Called her to talk about the ticket. No answer.,Representative disconnected,264621,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/12,JP,MA_atl,Lisa,Return/exchange help,Had a few returns that were credited incorrectly betweent the patient and 3p. Walked her through re-doing these to balance the accounts,Resolved,264569,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/12,JI,MA_hhp,Alaina,Manual marketing,Help creating a manual marketing campaign,Resolved,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/12,AS,AZ_aaa,Carla,Launch link,Needed BP install instructions for a new computer,Resolved,264640,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/12,JP,NV_caa,Nanci,Manual marketing,"Help copying a manual campaign, adjusting criteria, re-executing. Then helped her update the print template and generate for the campaign. I encouraged them to look into using more automated campaigns",Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,
1/12,AS,ON_aco,Caroline ,Marketing template issues/questions,"Checkboxes were not archiving on the custom form they were making, advised to replace them and try again",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/12,JP,MN_shi,Kerry,Form assistance,Help using Adobe Acrobat to edit a template. Took forever but was able to get it working for her,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/12,JI,AZ_aaa,Carla,Installation assistance,Help installing BP on new machine,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/12,AS,SD_bah,Stephanie,User error correction,Needs a carecredit payment refunded as a check,Resolved,264649,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/12,SF,MB_nor,Mark,Cloud Noah question,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/12,JI,MO_aaa,Jean ,Electronic claim submission,Issue with office ally clains being rejected. See ticekef for details,Unresolved,264652,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/12,AS,KS_hei,Heidi,Local Noah question,"Wondering if we need to be involved for a local NOAH update, they are upgrading to 4.117 from 4.15",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/12,JP,NY_lla,Louise,Create/edit patient,Several questions about editing/creating patient files. Also how to deactivate user/create new user,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,mm,PA_joy,Stewart,Password issues,locked himself out. He's the only user in BP and owner.,Resolved,264670,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,SF,UK_del,Alex,New clinic support,Called to check in and try to schedule training on marketing. No answer. Reaching out via ticket.,Representative disconnected,264676,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,LB,MA_han,Lisa,3rd party billing,Enabling claims tracking for an insurer. Everything sounded correct over the phone but we couldn't get connected. A patient walked in while we were trying to get it figured out but they'll call back when they have a minute.,Waiting on Customer,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,JP,LA_wmh,Resa,Update users,Edit scheduling/location,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,SF,MA_hhp,Elena,3rd party billing,Needed to detach 3rd party payment in order to reallocate an invoice. Got connected and walked her through it.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/13,LB,NJ_eae,Yonah,Audiology,Wanted to stop users populating in the provider section of audiology. Recommended that they delete all entries from the noah linked users list.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,SF,UK_con,Aileen,Cloud Noah question,"I called her to help set up user email, but she doesn't have user admin privileges. She's reaching out to the owner to update the email so I can send her the info on connecting to her Noah cloud.",Contacting 3rd Party,264477,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/13,JP,MI_hcc,Christin,QBD integration/accounting question,Change bank acct for refunds. Created ticket for her,Resolved,264683,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/13,AS,IN_phs,Sydney,Return/exchange help,Wondering how to do partial returns,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/13,JI,MN_rhc,Christy,Reports,Looking at the best way to get a total for any transactions with  services.  Discussed Sales by income report in excel and I am sending intro on dashboard. ,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/13,SF,Silent,???,Silent/spam,Silent,Representative disconnected,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,AS,AZ_par,Tom,Schedule questions/issues,"Wanted to know if a patient was coming in?  Said that the patient cancelled and then rescheduled, wanted me to figure out when they were scheduled for.  Offered to get connected and take a look, he didn't have BP open.  Gently pushed back saying that if he needed help scheduling a patient that I could help.  He hung up",Caller disconnected,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,JP,AB_inn,Linda,Cloud Noah issue,"Patient not linked, needed to re-export from bp to noah, merge, and manually export test",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/13,SF,UK_sac,Jude,User error correction,"Needed help with a return. Something was goofy with their sale/return (duplicate serial numbers). Ticket for L2 to clear it.

Questions about 3rd party allocations and credits.",,264692,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,
1/13,JI,ON_aco,Carloyn,Patient/private billing,Wondering why the Apply to invoice screen is coming up instead of going immediately to receive payment screen. ,Unresolved,TBD,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,LB,NC_ech,Ying,Bug,Changing the color of availability doesn't affect repeating events. Will test from my end to confirm whether or not this is a bug. Also requested assistance signing into their trial dashboard.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/13,AS,UT_dsa,Heather,Order/sale process,"Was making sales with a deposit service to keep deposits, showed her how to take a dedicated deposit",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/13,JI,BC_ihi,Cara,Patient/private billing,Needed help straigtening out some patient account balances,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/13,JP,GA_aoa,Robin,Document emailing,"Help emailing patient document, needed to regenerate manufacturer form and edit it",Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/13,JP,FL_phc,Audrey,Order/sale process,"Order was entered incorrectly, needed to void and then reorder",Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/13,SF,Unknown,Evelyn,Accounting/sales department,Evelyn from Slack calling for Jessica. Transferred.,Transferred,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,LB,TX_bet,Jasmine,Cloud Noah issue,Assistance logging into their noah cloud server.,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,AS,MO_sel,Shauna,Order/sale process,"Got 25 seconds into the call and the other line went dead, advised to call us back",Representative disconnected,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,JI,MN_ahm,Roxie,3rd party billing,Issue with error when trying to do clawbacks,Unresolved,263757,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BPOMS-11983
1/13,SF,VT_hlo,Martin,Reports,Aging. Needed to adjust a return.,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,JP,MA_blh,Ashlie,Schedule questions/issues,Help entering repeating event,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,AS,NY_fah,Rufa,Automated marketing,"Calling about a problem they're having with automated marketing templates.  They broke a merge field somehow, replaced it and it seems to be working",Resolved,264531,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/13,JI,AB_inn,Gaynor,Order/sale process,Wants to do a backdated order but doesnt have privileges.  Walked through creating a draft and let her know what privilege that needs to be allowed,Resolved,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/13,LR,ON_nhs,Morgan & Fiona,Restore data,"Norfolk was recently split into two - one patient was transferred when they shouldn't have been. This user doesn't have access to the new system, so I opened a ticket with Fiona (owner). Advised we won't proceed until Fiona was sent written permission.",Unresolved,264711,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,LB,AB_amp,Roshni,Setup configuration,Editing their referring providers.,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,SF,AB_sfd,Marcia,QBD skipped messages,"Has a couple of skips. Tried L2, but nobody was immediately available. Created a ticket for L2.

Was unhappy about the process to get them resolved and how long it might take. Said she was going to reach out to Daniel for a solution.",Unresolved,264713,TRUE,L2 on call not available,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/13,AS,NH_nhhicmp,Phyllis,QBD skipped messages,"Accountant has a few skipped transactions, I wasn't able to connect to the sync computer so I don't know how any there are.  Advised to follow the instructions, and if there are any that don't have instructions/they can't clear, to reach back out",Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,LB,ON_fuz,Jodi,Add custom template,Need to make a custom form BP fillable. Created a ticket for them with the owner cc'd.,Resolved,264714,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,SF,IA_hear,Tina,Setup configuration,Text snippets not showing up in SMS. Showed her where to adjust the settings and put them in SMS.,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,JI,MN_ahm,Roxie,System error message,Calling back regarding the update that will be released Friday,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,AS,Unknown,Evelyn,Out of scope,"Calling for Jessica from slack, jessica was busy",Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,JI,NY_fah,Rufa,Setup configuration,How to add referring physicians ,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/13,SF,FL_gcaf,Theresa,Update users,Needs to update a user last name after marrying so claims can go through. She didn't have privileges. Told her to reach out to an owner to make the adjustments.,Contacting 3rd Party,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/13,AS,ON_chs,Susan,Order/sale process,"Invoice template was not showing itemized payments, looks like it was something with the deposit being applied incorrectly.  she said it was a transaction that someone else handled.",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/13,JP,ON_ara,Alaa,Schedule questions/issues,Help entering repeating availabilty,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/13,JI,PA_ephc,Rachel,Electronic claim submission,"Had questions on filling out form on ClaimMD's site. Their int info looks correct in BP, they will need to reach back out to claim MD for more info on what they need in their settings ",Contacting 3rd Party,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/13,AS,CT_avi,Lori,Interactive SMS,"Had a TON of questions about SMS, going to switch their default reminder sending method to SMS",Unresolved,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,JP,IA_hom,Theresa,System error message,Error launching BP. Reinstalling fixed it,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,
1/13,JI,MO_sel,Shauna,Order/sale process,Had some questions on the order sale process and taking payments,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,
1/13,mm,ON_ths,,Return/exchange help,needed help applying payment plan payments to a new invoice.,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,mm,OH_hea,Erica,Interactive SMS,"had to undo provisioning of Weave number. Katlyn let her know it had been done, but she is still having trouble getting it to Weave. I let her know to give it another day, but to also email Katlyn back and let her know.",Resolved,264196,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,JP,ON_ahs,Natasha,Setup configuration,add insurer,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,SF,NV_caa,Nanci,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,LB,AR_saa,Regina,Out of scope,Called regarding audiometric data not saving in noah. Advised them to reach out to the manufacturer.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,JI,NV_caa,Nanci,QBD skipped messages,Nanci called regarding some odd skips she started getting.  See ticket for more info,Unresolved,264742,TRUE,Taha,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,SF,MD_com,Karen,Online review,"Called per ticket, but she was with a patient. Left a message and will leave a note on the ticket.",Waiting on Customer,264638,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,SF,MD_com,Karen,Setup configuration,"Per previous entry, needed help getting events set up for online review. Helped her find it in Setup and confirmed that she had set it up correctly.",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/13,AS,NH_drw,Cameron,Launch link,Needed BP installed on a new computer,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/13,JP,CA_sha,Kevin,3rd party billing,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,mm,OR_hhc,Pam,Local Noah issue,patients weren't transfering from bp to noah. had to finally do a reint. Nothing else I tried worke.,Resolved,,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,
1/13,SF,CO_meg,Cynthia,Interactive SMS,"Couldn't create an SMS message for a patient; they shared a number with another patient. The thread in the messaging center could only be tied to a single patient, so it wasn't bringing up a thread in the other patient file.",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/13,LB,NM_nmh,Michael,OAB,"Patients receiving hear.com reminders for telehealth appointments with appointment locations. Explained that this was because a location still needed to be selected, even if the event type was telehealth, and that the easiest workaround would be to have hear.com edit their reminders to add a disclaimer for telehealth patients. Was very rude and combative throughout the call and ended up ranting for 5 minutes about how he didn't know anything about this and that we had to fix it when I suggested getting in touch with hear.com. Transferred to Henrik ",Transferred,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/13,JI,FL_ken,Daisy,Interactive SMS,Had some questions on SMS provisioning and min sys requirements for BP,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/13,LB,WA_eca,Jencee,Backend configuration,Need hearing aid invoices deleted. Will create a ticket.,Unresolved,TBD,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/14,mm,UK_rgh,Lindsay,Interactive SMS,can't provision new number. Error message thrown ,Resolved,264762,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/14,mm,MA_pwh,Eva,Minor template edits,needs help editing custom super bill,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/14,LB,UK_eas,Anousha,Backend configuration,Requested to change their clinic name. Creating a ticket for the owner.,Waiting on Customer,264764,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/14,JP,VA_cch,Lucia,Installation assistance,Help installing Bp on new computer,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/14,LB,Unknown,???,Electronic claim submission,Setting up electronic billing through claim md.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/14,AS,DC_gwu,Ellie,Installation assistance,"Getting no main class specified error, bp install was weird (not showing up in installed programs), reinstalled",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,
1/14,mm,ON_heo,Marianne,System error message,needs to delete a return but keeps getting system error message. Already has a ticket open for this and was looking to get it done today. ,Unresolved,263779,FALSE,Taha,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://blueprintsolutions.atlassian.net/browse/BPOMS-12114
1/14,JI,ON_new,Bev,Reports,Needed assistnace finding out to print out a list of all patient transactions for the last year,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/14,mm,VA_nrvh,Casie,Minor template edits,needed some guidance on how to edit pdfs. ,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/14,JP,Unknown,n/a,Silent/spam,call disconnected immediately,Caller disconnected,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/14,LB,Unknown,???,Silent/spam,Connected in the process of an automated message being read.,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/14,AS,FL_phc,Tonya,Repair process,"Had a couple of questions about repairs, changing pricing, when the invoice generates etc",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/14,JP,AB_inn,Bryce,Schedule questions/issues,preview panel was fully expanded hiding scheduled,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/14,JI,ON_aoh,Jessica,Update users,How to remove former provider from schedule,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/14,LB,WY_cac,Brandi,Schedule questions/issues,Adding a new subscribed calendar to their phone.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/14,AS,AL_cac,Erica,General help,Had a quick question about using a webcam to take patient file photos,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/14,JI,IA_hea,Melissa,Order/sale process,Had an order partially delivered and needed to deliver the rest. Was concerned that all the items wouldnt show up together in the invoice,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1/14,AS,AB_ace,Rachel,3rd party billing,"Needed to edit an insurer's payment, quick crash course on finding things in 3rd party ledger",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/14,mm,ON_tms,Leanne,Reports,was still seeing payments in AR report that were closed off in patients sales history. She was running the report for the wrong end date,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
1/14,JI,TX_tod,Jill,Installation assistance,Needed BP reinstalled on three machines as well as a new launch link,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,
